poet,rank,neighbor,similarity
الجيداء بنت زاهر الزبيدية,4,الحارث بن مر,0.9598115682601929
الجيداء بنت زاهر الزبيدية,5,أسماء التغلبية,0.9572212100028992
الحارث الجرمي,1,عروة بن الورد,0.9988182783126831
الحارث الجرمي,2,دريد بن الصمة,0.9986225366592407
الحارث الجرمي,3,الحصين بن حمام الفزاري,0.9984347820281982
الحارث الجرمي,4,علقمة الفحل,0.9983682632446289
الحارث الجرمي,5,طرفة بن العبد,0.998341977596283
الحارث الحضرمي,1,الأعرج المري,0.9985756874084473
الحارث الحضرمي,2,الممزق العبدي,0.9983745813369751
الحارث الحضرمي,3,السليك بن السلكة,0.9969778060913086
الحارث الحضرمي,4,أبو عدي النمري,0.9966906905174255
الحارث الحضرمي,5,جبر المعاوي,0.9963362216949463
الحارث المذحجي,1,يزيد الشني,0.9987318515777588
الحارث المذحجي,2,المثقب العبدي,0.9985862970352173
الحارث المذحجي,3,مالك بن حريم الهمداني,0.9984651803970337
الحارث المذحجي,4,أبو الحكيم المري,0.9984526634216309
الحارث المذحجي,5,بشر بن أبي خازم,0.9982858896255493
الحارث بن الحصين,1,العنبر الخضم,0.8594828844070435
الحارث بن الحصين,2,البسوس بنت منقذ التميمية,0.828761875629425
الحارث بن الحصين,3,الربيع بن أبي الحقيق,0.8243377208709717
الحارث بن الحصين,4,ضمرة بن ضمرة,0.8196571469306946
الحارث بن الحصين,5,الكذاب الكلبي,0.8162471055984497
الحارث بن حلزة,1,عمرو بن قميئة,0.9987610578536987
الحارث بن حلزة,2,لقيط بن زرارة,0.9987317323684692
الحارث بن حلزة,3,الأفوة الأودي,0.9985909461975098
الحارث بن حلزة,4,الخرنق بنت بدر,0.9985857605934143
الحارث بن حلزة,5,الخنساء,0.9985618591308594
الحارث بن زهير,1,امرؤ القيس السكوني,0.9565486311912537
الحارث بن زهير,2,الأشتر الحمامي,0.9545827507972717
الحارث بن زهير,3,الأعسر الضبي,0.9506543874740601
الحارث بن زهير,4,الجميح الأسدي,0.9498128890991211
الحارث بن زهير,5,ابن زرعة الباهلي,0.9496995806694031
الحارث بن صريم الوادعي,1,زبان بن سيار الفزاري,0.9956039786338806
الحارث بن صريم الوادعي,2,دوسر بن هذيل,0.9951833486557007
الحارث بن صريم الوادعي,3,زهير بن أبي سلمى,0.9951625466346741
الحارث بن صريم الوادعي,4,دريد بن الصمة,0.9947365522384644
الحارث بن صريم الوادعي,5,عروة بن الورد,0.9945428371429443
الحارث بن ظالم المري,1,صيفي الأسلت,0.8987588882446289
الحارث بن ظالم المري,2,ذو الإصبع العدواني,0.8638501763343811
الحارث بن ظالم المري,3,الربيع بن زياد العبسي,0.8305898904800415
الحارث بن ظالم المري,4,الغطمش الضبي,0.8210128545761108
الحارث بن ظالم المري,5,بلعاء بن قيس الكناني,0.8177789449691772
الحارث بن عباد,1,المثقب العبدي,0.9994715452194214
الحارث بن عباد,2,الأفوة الأودي,0.9993706941604614
الحارث بن عباد,3,عمرو بن كلثوم,0.9993073344230652
الحارث بن عباد,4,عمرو بن قميئة,0.9992833733558655
الحارث بن عباد,5,يزيد الشني,0.9992793798446655
الحارث بن مر,1,أسماء التغلبية,0.9763935804367065
الحارث بن مر,2,النابغة الغنوي,0.9709961414337158
الحارث بن مر,3,الأسلوم اليامي,0.9673201441764832
الحارث بن مر,4,الفند الزماني,0.9657328128814697
الحارث بن مر,5,عبد يغوث الحارثي,0.9632635712623596
الحسل الهمداني,1,جحيش الهمداني,0.9980539083480835
الحسل الهمداني,2,ذؤيب بن كعب,0.9973469972610474
الحسل الهمداني,3,الزفيان,0.9966433048248291
الحسل الهمداني,4,بيهس الفزاري,0.9964041709899902
الحسل الهمداني,5,الحارث المذحجي,0.9956400394439697
الحشاش الأصغر,1,علقمة الفحل,0.9978325366973877
الحشاش الأصغر,2,بيهس الغطفاني,0.997473418712616
الحشاش الأصغر,3,عنترة بن شداد,0.9972915649414062
الحشاش الأصغر,4,عدي بن ربيعة,0.9971425533294678
الحشاش الأصغر,5,دريد بن الصمة,0.9970755577087402
الحصين بن حمام الفزاري,1,أوس بن حجر,0.9997366666793823
الحصين بن حمام الفزاري,2,قيس بن الحدادية,0.9996998906135559
الحصين بن حمام الفزاري,3,النابغة الذبياني,0.999681293964386
الحصين بن حمام الفزاري,4,زيد الخيل الطائي,0.9995540976524353
الحصين بن حمام الفزاري,5,الطفيل الغنوي,0.999525785446167
الحكم الفزاري,1,أبو عدي النمري,0.9884273409843445
الحكم الفزاري,2,الحارث الحضرمي,0.9880275726318359
الحكم الفزاري,3,حاتم الطائي,0.9873690605163574
الحكم الفزاري,4,ثعلبة المازني,0.9869585037231445
الحكم الفزاري,5,بشر الفزاري,0.986574649810791
الخرنق بنت بدر,1,الأفوة الأودي,0.9992626905441284
الخرنق بنت بدر,2,الحارث بن عباد,0.999119758605957
الخرنق بنت بدر,3,عمرو بن قميئة,0.9991130828857422
الخرنق بنت بدر,4,السموأل,0.9989098310470581
الخرنق بنت بدر,5,الخنساء,0.9988842010498047
الخنساء,1,عنترة بن شداد,0.9995769262313843
الخنساء,2,زهير بن أبي سلمى,0.9994795322418213
الخنساء,3,عدي بن ربيعة,0.9994297027587891
الخنساء,4,عمرو بن قميئة,0.999364972114563
الخنساء,5,الأفوة الأودي,0.9993556141853333
الخنساء بنت التيجان,1,النابغة الغنوي,0.9643889665603638
الخنساء بنت التيجان,2,أسماء التغلبية,0.9628015756607056
الخنساء بنت التيجان,3,أبو المثلم الهذلي,0.9626169204711914
الخنساء بنت التيجان,4,قبيصة بن النصراني,0.9624598622322083
الخنساء بنت التيجان,5,الهجرس التغلبي,0.9615715742111206
الخنساء بنت زهير,1,صيفي الأسلت,0.48620185256004333
الخنساء بنت زهير,2,الربيع بن زياد العبسي,0.48171329498291016
الخنساء بنت زهير,3,المسجاح الضبي,0.47613075375556946
الخنساء بنت زهير,4,الأحبش التميمي,0.4745579957962036
الخنساء بنت زهير,5,ذو الإصبع العدواني,0.4712067246437073
الدحداحة الفقيمية,1,الحارث بن ظالم المري,0.6310858130455017
الدحداحة الفقيمية,2,ذو الإصبع العدواني,0.6090061068534851
الدحداحة الفقيمية,3,صيفي الأسلت,0.5996775031089783
الدحداحة الفقيمية,4,الهذلول بن كعب,0.5955742597579956
الدحداحة الفقيمية,5,الغطمش الضبي,0.5852489471435547
الدعجاء بنت وهب,1,صيفي الأسلت,0.7524487376213074
الدعجاء بنت وهب,2,ذو الإصبع العدواني,0.7332898378372192
الدعجاء بنت وهب,3,الحارث بن ظالم المري,0.7284029722213745
الدعجاء بنت وهب,4,الربيع بن زياد العبسي,0.719553530216217
الدعجاء بنت وهب,5,بلعاء بن قيس الكناني,0.6830503940582275
الدهنا بنت مسحل,1,المثلم بن عمرو التنوخي,0.582909345626831
الدهنا بنت مسحل,2,بلعاء بن قيس الكناني,0.5569857954978943
الدهنا بنت مسحل,3,الحارث بن ظالم المري,0.5530738830566406
الدهنا بنت مسحل,4,بغثر بن لقيط الأسدي,0.5324276685714722
الدهنا بنت مسحل,5,الربيع بن زياد العبسي,0.5254054069519043
الراشاء بن نهار,1,الربيع بن زياد الكلبي,0.8123802542686462
الراشاء بن نهار,2,هناءة بن مالك الأزدي,0.8080617189407349
الراشاء بن نهار,3,الربيع بن أبي الحقيق,0.7978408932685852
الراشاء بن نهار,4,الأسود النهشلي,0.796356737613678
الراشاء بن نهار,5,بشير بن النكث,0.7942572832107544
الراعي المري,1,الأسود النهشلي,0.8632343411445618
الراعي المري,2,الربيع بن أبي الحقيق,0.8590050339698792
الراعي المري,3,ضمرة بن ضمرة,0.8524450659751892
الراعي المري,4,البسوس بنت منقذ التميمية,0.8451125621795654
الراعي المري,5,الهبل بن عامر,0.8444235324859619
الراعي الهمداني,1,المثقب العبدي,0.9979044198989868
الراعي الهمداني,2,يزيد الأرحبي,0.9976750612258911
الراعي الهمداني,3,بشر بن أبي خازم,0.997562050819397
الراعي الهمداني,4,عمرو بن قميئة,0.9974628686904907
الراعي الهمداني,5,أبو الحكيم المري,0.9974112510681152
الربيع بن أبي الحقيق,1,الجميح الأسدي,0.9679872989654541
الربيع بن أبي الحقيق,2,الأسود النهشلي,0.9673154950141907
الربيع بن أبي الحقيق,3,سلامة بن جندل,0.9672565460205078
الربيع بن أبي الحقيق,4,المرقش الأكبر,0.9615308046340942
الربيع بن أبي الحقيق,5,هناءة بن مالك الأزدي,0.9605981111526489
الربيع بن زياد العبسي,1,بلعاء بن قيس الكناني,0.9198216199874878
الربيع بن زياد العبسي,2,ذو الإصبع العدواني,0.9108356237411499
الربيع بن زياد العبسي,3,الأسود النهشلي,0.9012696146965027
الربيع بن زياد العبسي,4,أبو قيس بن رفاعة,0.892018735408783
الربيع بن زياد العبسي,5,أعشى باهلة,0.884373664855957
الربيع بن زياد الكلبي,1,حاجز الأزدي,0.9311556816101074
الربيع بن زياد الكلبي,2,الجميح الأسدي,0.926385223865509
الربيع بن زياد الكلبي,3,المرقش الأكبر,0.925970196723938
الربيع بن زياد الكلبي,4,ابن زرعة الباهلي,0.924470841884613
الربيع بن زياد الكلبي,5,ابن المضلَّل,0.9243465065956116
الربيع بن عقيل,1,الأسود النهشلي,0.8976122140884399
الربيع بن عقيل,2,ضمرة بن ضمرة,0.8953819274902344
الربيع بن عقيل,3,الربيع بن أبي الحقيق,0.89213627576828
الربيع بن عقيل,4,أم الضحاك المحاربية,0.8867902755737305
الربيع بن عقيل,5,سلامة بن جندل,0.8842219114303589
الزفيان,1,ابو دُاود الإيادي,0.9983755350112915
الزفيان,2,جحيش الهمداني,0.997572660446167
الزفيان,3,الحارث المذحجي,0.9972585439682007
الزفيان,4,صخر الغي,0.9970306754112244
الزفيان,5,يزيد الشني,0.9968593716621399
السفاح التغلبي,1,صخر الغي,0.9972437620162964
السفاح التغلبي,2,المسيب بن علس,0.997005820274353
السفاح التغلبي,3,الحارث بن عباد,0.996881365776062
السفاح التغلبي,4,ابو دُاود الإيادي,0.9968591332435608
السفاح التغلبي,5,الحارث المذحجي,0.9968491792678833
السلكة أم السليك,1,ابن جوين الطائي,0.9819866418838501
السلكة أم السليك,2,ابن مالك الحميري,0.9811874628067017
السلكة أم السليك,3,الفند الزماني,0.9778242111206055
السلكة أم السليك,4,الأعسر الضبي,0.9737542271614075
السلكة أم السليك,5,جحيش الهمداني,0.9731711745262146
السليك بن السلكة,1,تأبط شراً,0.9993857145309448
السليك بن السلكة,2,سنان المري,0.9993385076522827
السليك بن السلكة,3,الكلحبة العرني,0.9990435242652893
السليك بن السلكة,4,الطفيل الغنوي,0.9990284442901611
السليك بن السلكة,5,المعان بن روق,0.9990203380584717
السموأل,1,طرفة بن العبد,0.9996417164802551
السموأل,2,زهير بن أبي سلمى,0.9996305704116821
السموأل,3,الأفوة الأودي,0.9995226860046387
السموأل,4,دريد بن الصمة,0.9995192885398865
السموأل,5,عمرو بن قميئة,0.999516487121582
الشنفرى,1,المتنخل,0.9972667694091797
الشنفرى,2,امرؤ القيس,0.9971424341201782
الشنفرى,3,الخنساء,0.9970294833183289
الشنفرى,4,عدي بن زيد,0.9969766736030579
الشنفرى,5,الحارث بن حلزة,0.9966797232627869
الطفيل الغنوي,1,أوس بن حجر,0.9997530579566956
الطفيل الغنوي,2,زيد الخيل الطائي,0.9997258186340332
الطفيل الغنوي,3,قيس بن الحدادية,0.999657154083252
الطفيل الغنوي,4,تأبط شراً,0.9996364116668701
الطفيل الغنوي,5,عروة بن الورد,0.9995442628860474
العجلان بن خليد,1,هبل الكلبي,0.9770333170890808
العجلان بن خليد,2,أبو عدي النمري,0.9688988924026489
العجلان بن خليد,3,الأسفع الأرحبي,0.9672618508338928
العجلان بن خليد,4,ثعلبة المازني,0.9660786390304565
العجلان بن خليد,5,الحكم الفزاري,0.9655452966690063
العقار بن سليل,1,دريد بن الصمة,0.9981235861778259
العقار بن سليل,2,علقمة الفحل,0.9979713559150696
العقار بن سليل,3,الحارث الجرمي,0.9976661801338196
العقار بن سليل,4,عروة بن الورد,0.9976651072502136
العقار بن سليل,5,عنترة بن شداد,0.9973734617233276
العنبر الخضم,1,يربوع بن حنظلة,0.9674171805381775
العنبر الخضم,2,لقيط بن يعمر الإيادي,0.9583685398101807
العنبر الخضم,3,بكر الجرهمي,0.9520009756088257
العنبر الخضم,4,أم أبي جدابة,0.9426771998405457
العنبر الخضم,5,المرقش الأكبر,0.9425783157348633
العوراء الذبيانية,1,الزفيان,0.9847667217254639
العوراء الذبيانية,2,السفاح التغلبي,0.9835047721862793
العوراء الذبيانية,3,ذؤيب بن كعب,0.982869029045105
العوراء الذبيانية,4,ابو دُاود الإيادي,0.982134222984314
العوراء الذبيانية,5,هبيرة المري,0.981956958770752
العوراء اليربوعية,1,هناءة بن مالك الأزدي,0.901073694229126
العوراء اليربوعية,2,سلامة بن جندل,0.8968099355697632
العوراء اليربوعية,3,الربيع بن أبي الحقيق,0.8965643644332886
العوراء اليربوعية,4,الأسود النهشلي,0.8926562070846558
العوراء اليربوعية,5,الفند الزماني,0.8911855816841125
الغطمش الضبي,1,ذو الإصبع العدواني,0.8533875942230225
الغطمش الضبي,2,بلعاء بن قيس الكناني,0.8504003286361694
الغطمش الضبي,3,الحارث بن ظالم المري,0.8210128545761108
الغطمش الضبي,4,صيفي الأسلت,0.8146556615829468
الغطمش الضبي,5,الربيع بن زياد العبسي,0.8134125471115112
الفارعة بنت معاوية,1,الحارث بن ظالم المري,0.6791651248931885
الفارعة بنت معاوية,2,يزيد بن قنافة,0.6425992250442505
الفارعة بنت معاوية,3,الدعجاء بنت وهب,0.6152780652046204
الفارعة بنت معاوية,4,صيفي الأسلت,0.6004679203033447
الفارعة بنت معاوية,5,الهذلول بن كعب,0.5978288650512695
الفند الزماني,1,حاجز الأزدي,0.9937088489532471
الفند الزماني,2,المرقش الأكبر,0.9919734001159668
الفند الزماني,3,ابن المضلَّل,0.9918801784515381
الفند الزماني,4,جحيش الهمداني,0.9903991222381592
الفند الزماني,5,الجميح الأسدي,0.9901365637779236
القعقاع بن شبث اليهودي,1,ياسر الخيبري,0.6110228300094604
القعقاع بن شبث اليهودي,2,أوس بن حارثة,0.6091828346252441
القعقاع بن شبث اليهودي,3,الربيع بن زياد العبسي,0.6029874682426453
القعقاع بن شبث اليهودي,4,ذو الإصبع العدواني,0.5995068550109863
القعقاع بن شبث اليهودي,5,الحارث بن ظالم المري,0.5973368287086487
الكذاب الطابخي,1,سلامة بن جندل,0.8426239490509033
الكذاب الطابخي,2,ابن الأطنابة,0.8410193920135498
الكذاب الطابخي,3,الجميح الأسدي,0.8375059962272644
الكذاب الطابخي,4,الحارث بن زهير,0.8366587162017822
الكذاب الطابخي,5,ابن عليق الطائي,0.8365036249160767
الكذاب الكلبي,1,العنبر الخضم,0.9048291444778442
الكذاب الكلبي,2,يربوع بن حنظلة,0.902917742729187
الكذاب الكلبي,3,المرقش الأكبر,0.9010162353515625
الكذاب الكلبي,4,الربيع بن أبي الحقيق,0.8970662355422974
الكذاب الكلبي,5,لقيط بن يعمر الإيادي,0.8951762318611145
الكلحبة العرني,1,أبو بثينه الهذلي,0.999443531036377
الكلحبة العرني,2,سنان المري,0.9993120431900024
الكلحبة العرني,3,النابغة التغلبي,0.9991824626922607
الكلحبة العرني,4,أوس الهجيمي,0.9991734027862549
الكلحبة العرني,5,أبو حسان الفزاري,0.9991450309753418
المتلمس الضبعي,1,الطفيل الغنوي,0.9993272423744202
المتلمس الضبعي,2,زيد الخيل الطائي,0.9992006421089172
المتلمس الضبعي,3,تأبط شراً,0.9991950392723083
المتلمس الضبعي,4,عروة بن الورد,0.9991933107376099
المتلمس الضبعي,5,قيس بن الحدادية,0.9990871548652649
المتنخل,1,الخنساء,0.9989804029464722
المتنخل,2,الأفوة الأودي,0.9988535046577454
المتنخل,3,السموأل,0.9986868500709534
المتنخل,4,طرفة بن العبد,0.9986640810966492
المتنخل,5,عمرو بن قميئة,0.9986493587493896
المثقب العبدي,1,يزيد الشني,0.9995673894882202
المثقب العبدي,2,مالك بن حريم الهمداني,0.999527633190155
المثقب العبدي,3,الحارث بن عباد,0.9994715452194214
المثقب العبدي,4,بشر بن أبي خازم,0.9994548559188843
المثقب العبدي,5,عمرو بن كلثوم,0.9993323087692261
المثلم الفزاري,1,الهجرس التغلبي,0.9943289756774902
المثلم الفزاري,2,نهيكة الفزاري,0.9939966201782227
المثلم الفزاري,3,جبار الفزاري,0.9924679398536682
المثلم الفزاري,4,الأشعث الجاشي,0.9921619892120361
المثلم الفزاري,5,المتلمس الضبعي,0.9921602010726929
المثلم المري,1,زبان بن سيار الفزاري,0.9971914291381836
المثلم المري,2,بشر بن أبي خازم,0.9968152046203613
المثلم المري,3,زهير بن أبي سلمى,0.9967647790908813
المثلم المري,4,الخنساء,0.9966834187507629
المثلم المري,5,عنترة بن شداد,0.996425449848175
المثلم بن عمرو التنوخي,1,بلعاء بن قيس الكناني,0.6674829125404358
المثلم بن عمرو التنوخي,2,الحارث بن ظالم المري,0.6640784740447998
المثلم بن عمرو التنوخي,3,الربيع بن زياد العبسي,0.6486961841583252
المثلم بن عمرو التنوخي,4,صيفي الأسلت,0.6241259574890137
المثلم بن عمرو التنوخي,5,أبو قيس بن رفاعة,0.6179376244544983
المثلم بن قرط البلوي,1,صيفي الأسلت,0.7892857193946838
المثلم بن قرط البلوي,2,الحارث بن ظالم المري,0.7777361869812012
المثلم بن قرط البلوي,3,ذو الإصبع العدواني,0.7673422694206238
المثلم بن قرط البلوي,4,ورقاء بن زهير,0.7288060188293457
المثلم بن قرط البلوي,5,الغطمش الضبي,0.7216473817825317
المحيا الهمداني,1,جابر المري,0.9999999403953552
المحيا الهمداني,2,بيهس الفزاري,0.9992021918296814
المحيا الهمداني,3,المفضل النكري,0.9971316456794739
المحيا الهمداني,4,يزيد الأرحبي,0.9971098899841309
المحيا الهمداني,5,النابغة التغلبي,0.9970613718032837
المرار الكلبي,1,أزبر بن غزي,0.6251786947250366
المرار الكلبي,2,الحارث بن الحصين,0.5769283771514893
المرار الكلبي,3,هشام المري,0.5372861623764038
المرار الكلبي,4,العجلان بن خليد,0.5311185121536255
المرار الكلبي,5,أروى بنت الحباب,0.5243180990219116
المرقش الأصغر,1,الأعسر الضبي,0.9862631559371948
المرقش الأصغر,2,المرقش الأكبر,0.9846446514129639
المرقش الأصغر,3,حاجز الأزدي,0.9833247065544128
المرقش الأصغر,4,الجميح الأسدي,0.982576847076416
المرقش الأصغر,5,ابن زرعة الباهلي,0.9823043346405029
المرقش الأكبر,1,حاجز الأزدي,0.9957278370857239
المرقش الأكبر,2,امرؤ القيس,0.992972731590271
المرقش الأكبر,3,عدي بن زيد,0.9927917718887329
المرقش الأكبر,4,الجميح الأسدي,0.9924947023391724
المرقش الأكبر,5,الفند الزماني,0.9919734001159668
المسجاح الضبي,1,ذو الإصبع العدواني,0.6109433174133301
المسجاح الضبي,2,صيفي الأسلت,0.5721738338470459
المسجاح الضبي,3,الربيع بن زياد العبسي,0.5703122615814209
المسجاح الضبي,4,بلعاء بن قيس الكناني,0.5648288130760193
المسجاح الضبي,5,الغطمش الضبي,0.5595051646232605
المسيب بن علس,1,مالك بن حريم الهمداني,0.9989213943481445
المسيب بن علس,2,الحارث بن عباد,0.998915433883667
المسيب بن علس,3,عمرو بن كلثوم,0.998884379863739
المسيب بن علس,4,المثقب العبدي,0.9988577961921692
المسيب بن علس,5,عدي بن ربيعة,0.9987708330154419
المشؤوم,1,جساس بن مرة,0.9964195489883423
المشؤوم,2,عنترة بن شداد,0.9962437152862549
المشؤوم,3,زبان بن سيار الفزاري,0.9959709644317627
المشؤوم,4,علقمة الفحل,0.9959272146224976
المشؤوم,5,البراق,0.9958887100219727
المعان بن روق,1,امرؤ القيس الزهيري,0.9999734163284302
المعان بن روق,2,هند الفزارية,0.9998835921287537
المعان بن روق,3,أبو حسان الفزاري,0.9993361234664917
المعان بن روق,4,ابن كلاب العقيلي,0.9993360638618469
المعان بن روق,5,الأشعث الجاشي,0.999148964881897
المفضل النكري,1,أبو اللحام التغلبي,0.9985862970352173
المفضل النكري,2,مالك بن حريم الهمداني,0.9985177516937256
المفضل النكري,3,أبو الحكيم المري,0.9982560873031616
المفضل النكري,4,ثعلبة المازني,0.998245120048523
المفضل النكري,5,البُرجُمي,0.998222291469574
الممزق العبدي,1,الحارث الحضرمي,0.9983745813369751
الممزق العبدي,2,السليك بن السلكة,0.9981850385665894
الممزق العبدي,3,الأعرج المري,0.9981383085250854
الممزق العبدي,4,الطفيل الغنوي,0.997779130935669
الممزق العبدي,5,تأبط شراً,0.9977616667747498
المنخل اليشكري,1,ابو دُاود الإيادي,0.9972938895225525
المنخل اليشكري,2,معقر بن حمار البارقي,0.9971224069595337
المنخل اليشكري,3,عنترة بن شداد,0.9964813590049744
المنخل اليشكري,4,عدي بن ربيعة,0.9964097738265991
المنخل اليشكري,5,امرؤ القيس,0.9963786602020264
النابغة التغلبي,1,ابن كلاب العقيلي,0.9998757839202881
النابغة التغلبي,2,أبو حسان الفزاري,0.9998757839202881
النابغة التغلبي,3,الكلحبة العرني,0.9991824626922607
النابغة التغلبي,4,سنان المري,0.9990293979644775
النابغة التغلبي,5,أوس الهجيمي,0.9989432096481323
النابغة الحارثي,1,عدي بن زيد,0.9946835041046143
النابغة الحارثي,2,الخرنق بنت بدر,0.9945603609085083
النابغة الحارثي,3,الخنساء,0.994504988193512
النابغة الحارثي,4,أحيحة بن الجلاح,0.9944952726364136
النابغة الحارثي,5,المتنخل,0.9942553043365479
النابغة الذبياني,1,قيس بن الحدادية,0.9997591972351074
النابغة الذبياني,2,الحصين بن حمام الفزاري,0.999681293964386
النابغة الذبياني,3,عروة بن الورد,0.9996430277824402
النابغة الذبياني,4,أوس بن حجر,0.9996175765991211
النابغة الذبياني,5,طرفة بن العبد,0.9995936155319214
النابغة الغنوي,1,الهجرس التغلبي,0.9971709251403809
النابغة الغنوي,2,أبو بثينه الهذلي,0.9895032644271851
النابغة الغنوي,3,قبيصة بن النصراني,0.9883631467819214
النابغة الغنوي,4,نهيكة الفزاري,0.987921416759491
النابغة الغنوي,5,أسماء التغلبية,0.987861156463623
النوار الجل,1,عبد يغوث الحارثي,0.9567768573760986
النوار الجل,2,الحارث بن مر,0.9494428634643555
النوار الجل,3,أسماء التغلبية,0.9484125971794128
النوار الجل,4,الجميح الأسدي,0.9462228417396545
النوار الجل,5,محرز الضبي,0.9438143372535706
الهبل بن عامر,1,هناءة بن مالك الأزدي,0.9496196508407593
الهبل بن عامر,2,جبار بن قرط,0.9470734596252441
الهبل بن عامر,3,الجميح الأسدي,0.9453074932098389
الهبل بن عامر,4,الربيع بن أبي الحقيق,0.9428931474685669
الهبل بن عامر,5,محرز الضبي,0.9377721548080444
الهجرس التغلبي,1,النابغة الغنوي,0.9971709251403809
الهجرس التغلبي,2,نهيكة الفزاري,0.9957664012908936
الهجرس التغلبي,3,أبو بثينه الهذلي,0.9946613311767578
الهجرس التغلبي,4,المثلم الفزاري,0.9943289756774902
الهجرس التغلبي,5,قبيصة بن النصراني,0.9922318458557129
الهدم بن امرئ القيس,1,الأسود النهشلي,0.8975965976715088
الهدم بن امرئ القيس,2,ضمرة بن ضمرة,0.8852211833000183
الهدم بن امرئ القيس,3,الربيع بن أبي الحقيق,0.8742643594741821
الهدم بن امرئ القيس,4,أبو قيس بن رفاعة,0.8621424436569214
الهدم بن امرئ القيس,5,الهبل بن عامر,0.8601874113082886
الهذلول بن كعب,1,الحارث بن ظالم المري,0.7870444059371948
الهذلول بن كعب,2,ذو الإصبع العدواني,0.7278923988342285
الهذلول بن كعب,3,صيفي الأسلت,0.7187097072601318
الهذلول بن كعب,4,بلعاء بن قيس الكناني,0.6907055974006653
الهذلول بن كعب,5,الربيع بن زياد العبسي,0.6903488636016846
الهذيل الأكبر التغلبي,1,المتلمس الضبعي,0.9915350675582886
الهذيل الأكبر التغلبي,2,زبان بن سيار الفزاري,0.9914456009864807
الهذيل الأكبر التغلبي,3,دريد بن الصمة,0.9911969304084778
الهذيل الأكبر التغلبي,4,زهير بن أبي سلمى,0.9911851286888123
الهذيل الأكبر التغلبي,5,ابن العجلان النهدي,0.9910163283348083
الهذيل بن أم عفاش,1,ثعلبة بن بكر الأزدي,0.8005623817443848
الهذيل بن أم عفاش,2,هناءة بن مالك الأزدي,0.7975317239761353
الهذيل بن أم عفاش,3,الأشتر الحمامي,0.7719013690948486
الهذيل بن أم عفاش,4,أبو الذيال اليهودي,0.754802942276001
الهذيل بن أم عفاش,5,الربيع بن أبي الحقيق,0.7502432465553284
الهيبان الفهمي,1,الأسود النهشلي,0.8742703199386597
الهيبان الفهمي,2,أبو الفضل الكناني,0.8652669787406921
الهيبان الفهمي,3,الربيع بن أبي الحقيق,0.8631224632263184
الهيبان الفهمي,4,بشامة بن الغدير,0.8618820309638977
الهيبان الفهمي,5,المرقش الأكبر,0.8554319143295288
الهيفاء بنت صبيح القضاعية,1,أوس العبدي,0.8645310401916504
الهيفاء بنت صبيح القضاعية,2,أبو المثلم الهذلي,0.8631551265716553
الهيفاء بنت صبيح القضاعية,3,الخنساء بنت التيجان,0.861571729183197
الهيفاء بنت صبيح القضاعية,4,هبل الكلبي,0.8614577054977417
الهيفاء بنت صبيح القضاعية,5,المرقش الأكبر,0.8611149787902832
الوقي الهمداني,1,الزفيان,0.9833890199661255
الوقي الهمداني,2,ابو دُاود الإيادي,0.9831226468086243
الوقي الهمداني,3,بيهس الفزاري,0.9827905297279358
الوقي الهمداني,4,السفاح التغلبي,0.9826890230178833
الوقي الهمداني,5,الحارث المذحجي,0.9821188449859619
امرؤ القيس,1,عدي بن زيد,0.9994444847106934
امرؤ القيس,2,الخنساء,0.9990885257720947
امرؤ القيس,3,عنترة بن شداد,0.9988806247711182
امرؤ القيس,4,عدي بن ربيعة,0.9986296892166138
امرؤ القيس,5,أحيحة بن الجلاح,0.9984323978424072
امرؤ القيس الزهيري,1,المعان بن روق,0.9999734163284302
امرؤ القيس الزهيري,2,هند الفزارية,0.9999346733093262
امرؤ القيس الزهيري,3,الأشعث الجاشي,0.9994120597839355
امرؤ القيس الزهيري,4,جبار الفزاري,0.9990447759628296
امرؤ القيس الزهيري,5,أبو حسان الفزاري,0.99904465675354
امرؤ القيس السكوني,1,ابن زرعة الباهلي,0.9851788878440857
امرؤ القيس السكوني,2,الأعسر الضبي,0.9839807748794556
امرؤ القيس السكوني,3,حاجز الأزدي,0.9827752113342285
امرؤ القيس السكوني,4,الجميح الأسدي,0.9819415211677551
امرؤ القيس السكوني,5,الفند الزماني,0.9805561304092407
امرؤ القيس الكلبي,1,بشر الفزاري,0.9952352046966553
امرؤ القيس الكلبي,2,النابغة الذبياني,0.9945060610771179
امرؤ القيس الكلبي,3,بشر بن عمرو,0.9944429397583008
امرؤ القيس الكلبي,4,الحصين بن حمام الفزاري,0.9943704009056091
امرؤ القيس الكلبي,5,عروة بن الورد,0.9943395853042603
بداء بن سليمان,1,البُرجُمي,0.9984685182571411
بداء بن سليمان,2,يزيد الشني,0.9981951713562012
بداء بن سليمان,3,بشر بن أبي خازم,0.9977478981018066
بداء بن سليمان,4,أعصر بن سعد,0.9975552558898926
بداء بن سليمان,5,المثقب العبدي,0.9974993467330933
بدر الفزاري,1,المتلمس الضبعي,0.9925544261932373
بدر الفزاري,2,نهيكة الفزاري,0.9923732280731201
بدر الفزاري,3,تأبط شراً,0.9919273257255554
بدر الفزاري,4,الطفيل الغنوي,0.9918151497840881
بدر الفزاري,5,زيد الخيل الطائي,0.9915673732757568
برة بنت عبد المطلب,1,الفند الزماني,0.9567796587944031
برة بنت عبد المطلب,2,حاجز الأزدي,0.9552636742591858
برة بنت عبد المطلب,3,الأعسر الضبي,0.95497727394104
